,row_id,wap_mean,wap_std,log_return_mean,log_return_std,ask_size_mean,ask_size_std,ask_price_mean,ask_price_std,bid_size_mean,bid_size_std,bid_price_mean,bid_price_std,actual_price_mean,actual_price_std,size_mean,size_std,order_count_mean,order_count_std,target
11,110-146,1.0035362243652344,0.0025149977300316095,1.0180825483985245e-05,0.00043483058107085526,73.47068676716918,51.462156830057026,1.0040143728256226,0.0025070866104215384,63.11222780569514,64.44876588465756,1.003158450126648,0.0025352288503199816,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.008719141
12,110-147,0.9985703825950623,0.0007018567994236946,-1.4321708476927597e-05,0.00017628607747610658,158.46012269938652,123.18851584876687,0.9990748167037964,0.0006426991894841194,99.52147239263803,87.03627294234985,0.9982395172119141,0.0006481396849267185,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002785571
13,110-152,0.9999536275863647,0.0005451992037706077,4.563049969874555e-06,0.00028810027288272977,130.46975088967972,80.00816906690042,1.0006111860275269,0.000445933808805421,135.8612099644128,92.48246141042503,0.9992834329605103,0.0003900709270965308,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.00457206
14,110-157,0.9977157115936279,0.0008553894585929811,-1.3673017065229942e-06,0.00025302250287495553,251.1196581196581,125.04398968382007,0.9981384873390198,0.0008503666031174362,179.4119658119658,127.1333144816681,0.9974071979522705,0.0008222422329708934,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.005836645
15,110-159,0.9985411763191223,0.0008155193645507097,7.052567070786608e-06,0.00015631689166184515,140.69545454545454,76.66062896975879,0.9988942742347717,0.0008052807534113526,125.08181818181818,82.198349239408,0.998232364654541,0.0008603338501416147,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002064192
16,110-169,1.0020195245742798,0.0006630741409026086,-2.0135491922701476e-06,0.00022190919844433665,77.75,46.90333305782971,1.002264380455017,0.000632253650110215,95.84191176470588,43.93265406095272,1.0017039775848389,0.0006525707431137562,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.006085319
17,110-207,1.003979206085205,0.0023688843939453363,2.2542302758665755e-05,0.000583217537496239,295.1727493917275,1202.4035570420192,1.0052814483642578,0.0025042283814400434,144.1508515815085,210.85572831656054,1.0030841827392578,0.002407796448096633,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.007374997
18,110-211,0.9989113807678223,0.00035140145337209105,-5.8834339142777026e-06,0.0001851564011303708,143.416,72.6961400226556,0.9994760751724243,0.00040828247438184917,92.464,57.11315084986995,0.9985600113868713,0.0003388493205420673,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.001571496
19,110-213,1.001908540725708,0.000733286957256496,4.052420990774408e-06,0.00019555226026568562,163.2741935483871,102.98580813952046,1.0022923946380615,0.0007318436400964856,285.85806451612905,298.88986485017796,1.0014939308166504,0.0006802316638641059,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.00279086
20,110-218,1.0009371042251587,0.0003723262343555689,-5.528182100533741e-06,0.00017673734691925347,108.09482758620689,99.46255388430065,1.0012322664260864,0.0002661814505700022,86.95689655172414,47.74959908620756,1.0006389617919922,0.00027613964630290866,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002082927
21,110-227,0.998789370059967,0.0007588942535221577,3.523061877785949e-06,0.0002551525831222534,162.63363363363362,132.25752197279155,0.9991759061813354,0.0007272752118296921,178.56756756756758,116.42332563622284,0.9982768893241882,0.0007135571213439107,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.005884912
22,110-229,1.0008220672607422,0.0003835044044535607,1.9138387870043516e-05,0.0002721615310292691,84.15,85.44212638988637,1.0010454654693604,0.00026881523081101477,130.6375,104.01451258893599,1.0003325939178467,0.00039157678838819265,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.001677329
23,110-232,0.9959851503372192,0.0024216813035309315,-2.0586579921655357e-05,0.0002818689972627908,120.12464589235128,54.89697260397551,0.996529221534729,0.0024960623122751713,131.20113314447593,104.64899012926963,0.995499849319458,0.0024395466316491365,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.005446316
24,110-250,1.0009920597076416,0.0005745554808527231,4.8606598284095526e-06,0.00015708478167653084,105.80803571428571,132.679202113737,1.001168966293335,0.0005568855558522046,196.14508928571428,156.34313470701034,1.0006686449050903,0.0005536950775422156,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002279808
25,110-254,1.0017924308776855,0.0016191409667953849,1.715677626634715e-07,0.0004247267497703433,279.45116279069765,210.10842175271952,1.0024017095565796,0.001635025953873992,322.5953488372093,212.50752675932497,1.0010393857955933,0.0016464097425341606,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.008654294
26,110-256,0.9989799857139587,0.0004530310397967696,4.9900240810529795e-06,0.00019875739235430956,196.03482587064676,92.61740538956232,0.9997866749763489,0.000306429632473737,129.13930348258705,77.6817256342342,0.998375415802002,0.00027019489789381623,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002290405
27,110-266,1.0002325773239136,0.0011056304210796952,2.0339599359431304e-05,0.0003752198244910687,101.71428571428571,81.59973761614378,1.00065279006958,0.0009337126393802464,217.41176470588235,175.8723842938687,0.9993747472763062,0.000730071566067636,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.005560779
28,110-273,0.9999850988388062,0.0005772054428234696,-9.120735739998054e-06,0.00012315622007008642,174.3735632183908,79.7747087274407,1.0003644227981567,0.0004181605181656778,145.51724137931035,112.70939275618254,0.9997763633728027,0.00048738543409854174,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.001541602
29,110-289,0.9993185997009277,0.0002829972072504461,-1.3322918448466226e-06,0.0001809549139579758,123.18340611353712,82.65878650568928,0.9996993541717529,0.00032415808527730405,114.5589519650655,86.0952260975691,0.998982310295105,0.0002988502965308726,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.004103456
30,110-297,0.9978059530258179,0.0006639890489168465,-9.416043212695513e-06,0.00021389946050476283,133.02325581395348,74.44052168590605,0.9982982277870178,0.0005909847095608711,124.20348837209302,93.76578628592935,0.9973740577697754,0.000671136484015733,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002672537
31,110-303,1.0019813776016235,0.0008608797797933221,3.461182359387749e-06,0.00020203259191475809,199.5197255574614,162.02782589052768,1.0022196769714355,0.0008347982657141984,321.3859348198971,179.37325098667415,1.0016270875930786,0.0008930042386054993,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003140003
32,110-309,0.9995889067649841,0.0005962466238997877,-5.223140306043206e-06,0.0002739208284765482,31.942528735632184,48.988817013809026,0.9998641014099121,0.0004025872331112623,84.5919540229885,77.91591839612958,0.9989564418792725,0.0005737500032410026,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.004697211
33,110-310,1.0012590885162354,0.001125822076573968,-4.6698905862285756e-06,0.0003559900796972215,183.77609427609428,104.50241225048276,1.0017272233963013,0.0011328135151416063,170.17003367003366,109.99518482945045,1.0008337497711182,0.0010859970934689045,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.008498925
34,110-317,1.0006022453308105,0.0006113753188401461,1.393595880472276e-06,0.00014853932952973992,72.3655589123867,78.25813477653183,1.0008362531661987,0.0005175560363568366,132.35045317220545,134.36356544648174,1.00031316280365,0.0006127096130512655,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003493921
35,110-319,1.001186728477478,0.0005637056310661137,-1.656924268900184e-06,0.0002200671733589843,116.30714285714286,44.64969912626262,1.0017962455749512,0.0007279446581378579,140.21428571428572,75.62552438386821,1.000367283821106,0.0002962127036880702,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002996282
36,110-325,0.9951719641685486,0.0010902956128120422,-1.0810611456690822e-05,0.000280287436908111,136.06015037593986,84.2661874223042,0.995692253112793,0.00112945178989321,106.96741854636592,96.83110427376702,0.9948033690452576,0.001048797625117004,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.00529525
37,110-326,1.0012266635894775,0.0016875251894816756,3.796420969592873e-06,0.0004783226759172976,248.11397849462367,226.60433274506414,1.0019240379333496,0.0015765432035550475,271.4172043010753,183.82752330394862,1.000500202178955,0.0016682174755260348,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.007692551
38,110-335,1.0001671314239502,0.0006475662812590599,-7.06721903043217e-06,0.00021855927479919046,55.55508474576271,59.1335410419755,1.0004665851593018,0.0004509872233029455,178.79237288135593,103.00499525732961,0.9992846846580505,0.0008346060058102012,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003887581
39,110-337,1.0008422136306763,0.0006739422678947449,4.699583314504707e-06,0.0001742559252306819,20.46938775510204,41.07615815531768,1.0010275840759277,0.0005642031319439411,83.8639455782313,117.63855948402491,1.0002624988555908,0.0005117165856063366,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.00234157
40,110-358,0.9969350695610046,0.0012916169362142682,-1.0114425094798207e-05,0.0005362986703403294,84.10774410774411,104.5664238684531,0.9979496598243713,0.0013837405713275075,129.2794612794613,93.76883242764589,0.9951742887496948,0.00137522560544312,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.010426539
41,110-371,1.0049164295196533,0.0028075443115085363,2.0562500139931217e-05,0.0005830840673297644,137.8868501529052,105.34399994059278,1.005644679069519,0.0028095305897295475,192.26299694189603,134.15323376512805,1.0040863752365112,0.00278300023637712,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.010548698
42,110-373,1.0008418560028076,0.0006638464401476085,1.1195459137525177e-06,0.00021291519806254655,81.69741697416974,48.859116498711714,1.0011346340179443,0.0006377541576512158,80.52029520295203,65.48933224007523,1.000606894493103,0.0006262440583668649,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.004442103
43,110-380,1.0002121925354004,0.0007665308658033609,-4.7371322580147535e-06,0.00031232269247993827,79.81192660550458,102.66699408047864,1.000599980354309,0.000599605671595782,250.99770642201835,304.28569076432564,0.9994590878486633,0.0008759634802117944,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.004893758
44,110-381,0.9998165369033813,0.0005469332681968808,-6.050637239241041e-06,0.00013997097266837955,143.53048780487805,95.3195094445108,1.00010085105896,0.0005095632513985038,117.16463414634147,84.67449601459373,0.9995978474617004,0.0005138427368365228,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.001353244
45,110-411,0.9984087944030762,0.0008531299536116421,-1.2469676221371628e-05,0.0002614409604575485,110.74496644295301,87.06910538764954,0.9990084767341614,0.0008494777139276266,53.12080536912752,40.903134214093996,0.9980116486549377,0.0009608016698621213,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002399856
46,110-420,0.9977424144744873,0.0012302030809223652,-4.950778020429425e-06,0.0003028713399544358,201.96974789915967,107.37145203870209,0.9982897639274597,0.0012279929360374808,143.6873949579832,117.52263092800199,0.9973751902580261,0.0012192870490252972,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.010577696
47,110-424,0.9999324679374695,0.000984209356829524,1.9190865714335814e-05,0.00029155868105590343,39.57377049180328,56.57615474963573,1.000186562538147,0.0008229303057305515,133.43169398907105,188.3469573755019,0.9992115497589111,0.0009068982326425612,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003955298
48,110-427,0.9982603788375854,0.0019324497552588582,2.0152278011664748e-05,0.0008067981689237058,153.3887240356083,82.28424307355874,1.0009410381317139,0.001994962804019451,148.74183976261128,101.4785125634062,0.9957150220870972,0.002411501482129097,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.011476158
49,110-436,0.9975218772888184,0.0010336460545659065,2.357940275032888e-06,0.0001556460338179022,152.09739130434784,108.67305877716079,0.9977607131004333,0.0010316642001271248,148.1095652173913,98.55884972729102,0.9972794055938721,0.001003057579509914,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003546141
50,110-438,0.9990888237953186,0.0007683400763198733,-5.029797307543049e-07,0.0004322094318922609,103.36569579288026,105.1351275890551,0.9999313354492188,0.0003490977978799492,77.93527508090615,68.63929588756224,0.9983282685279846,0.0004915000754408538,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.00424315
51,110-454,0.9990891218185425,0.0005212968098931015,-4.448302206583321e-06,0.0003281986282672733,63.120535714285715,65.24461545178754,0.9995084404945374,0.000418310024542734,68.4375,57.10980396149316,0.9986539483070374,0.0004583960399031639,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002884824
52,110-465,0.9999967813491821,0.0005074398359283805,5.366901518755185e-07,0.00019103150407318026,186.31658291457288,134.23518964027093,1.0006663799285889,0.0004909370909444988,125.00502512562814,84.42416341640568,0.9995277523994446,0.000407835585065186,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002487946
53,110-468,1.0003702640533447,0.00032522797118872404,4.02086288886494e-06,0.0001267515472136438,61.57142857142857,71.23172712420275,1.0005300045013428,0.00034128723200410604,166.70857142857142,151.88709768558275,1.0000611543655396,0.00030008237808942795,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002355128
54,110-487,1.0015430450439453,0.002120776567608118,5.2573191169358324e-06,0.0002677460142876953,129.55872483221478,76.380966266361,1.001922845840454,0.0021174733992666006,148.98154362416108,95.96612494928243,1.001132607460022,0.002112849848344922,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.005610429
55,110-493,1.0002762079238892,0.0008538335096091032,4.417391210154165e-06,0.0004143978003412485,95.07342657342657,77.73737744983941,1.0010111331939697,0.0011749304831027985,132.55944055944056,120.33617369700936,0.9994936585426331,0.000857073231600225,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.006737247
56,110-506,0.9975787997245789,0.0008258756133727729,-3.5553512134356424e-06,0.00016353254613932222,175.52416356877325,100.3877045328068,0.9978836178779602,0.0008135144598782063,159.46468401486987,96.6770799213339,0.997305154800415,0.0008065507863648236,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003219325
57,110-535,1.0010600090026855,0.000614382151979953,9.195428901875857e-06,0.00015914248069748282,172.38095238095238,86.43101083930001,1.0015908479690552,0.0005681402399204671,176.47619047619048,101.48920809982998,1.0005375146865845,0.0005477468948811293,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.001465469
58,110-536,0.9997418522834778,0.0012581261107698083,-9.424758786735765e-07,0.00043819754500873387,94.84009009009009,72.76753620915878,1.0005303621292114,0.0010595041094347835,92.44594594594595,76.23131755290999,0.998852550983429,0.0010902683716267347,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.008451088
59,110-539,0.9992236495018005,0.0008953025098890066,4.438634732650826e-06,0.0002523376897443086,138.1875,91.08938348093793,0.9997230768203735,0.0008353918674401939,190.2780172413793,123.75099655576103,0.9985851645469666,0.0008820373914204538,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.005654866
