,row_id,wap_mean,wap_std,log_return_mean,log_return_std,ask_size_mean,ask_size_std,ask_price_mean,ask_price_std,bid_size_mean,bid_size_std,bid_price_mean,bid_price_std,actual_price_mean,actual_price_std,size_mean,size_std,order_count_mean,order_count_std,target
111,110-1057,1.0001529455184937,0.0004931610310450196,4.870431666859076e-07,0.0001255660899914801,139.60160965794768,80.19506358380313,1.0003606081008911,0.0004803463816642761,155.93762575452718,105.67199580959873,0.999927818775177,0.00048578865244053304,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002277681
112,110-1063,1.002692461013794,0.0017021012026816607,5.771697487944039e-06,0.0006790398620069027,150.40425531914894,109.003149904735,1.0042086839675903,0.001740798237733543,135.66261398176292,87.53204204524012,1.0012422800064087,0.0016683292342349887,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.007566892
113,110-1070,1.0005295276641846,0.00044357296428643167,1.1869189620483667e-05,0.00020862465316895396,34.44444444444444,43.58927555386367,1.0008138418197632,0.00035015400499105453,67.37373737373737,52.33128105355184,0.9999910593032837,0.00037796355900354683,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002546469
114,110-1075,0.9988375902175903,0.0002952285867650062,-6.010790798427479e-07,0.0001597013761056587,113.955,56.02658176545851,0.999215841293335,0.00027004265575669706,215.16,85.24345507524804,0.9981392025947571,0.00030740024521946907,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.001782649
115,110-1100,1.001684546470642,0.0010711094364523888,9.691303603176493e-06,0.00023188837803900242,131.0271186440678,148.50272888592826,1.0020389556884766,0.0010454574367031455,142.80677966101695,196.43032022113894,1.0013419389724731,0.0010447596432641149,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003417843
116,110-1107,1.0023326873779297,0.0009224268142133951,9.454847713641357e-06,0.00022922460630070418,203.94719471947195,167.16695817163148,1.0030648708343506,0.0010798013536259532,143.67656765676568,91.05729772497487,1.001786708831787,0.0009588033426553011,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.004260167
117,110-1119,0.9993444085121155,0.0009873835369944572,1.0984681466652546e-06,0.0002563390589784831,192.32374100719426,170.60851870450782,0.9998224973678589,0.0009411050123162568,167.77338129496403,213.3092594223527,0.9990172982215881,0.0009294456685893238,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003466988
118,110-1125,0.997950553894043,0.0021951731760054827,-9.104474884225056e-06,0.0003534122952260077,182.20222222222222,174.7657203533946,0.9983684420585632,0.0021453381050378084,268.74444444444447,162.11001248987662,0.9973435997962952,0.0021814999636262655,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.006471661
119,110-1128,0.9998346567153931,0.0006137965829111636,-5.166731170902494e-06,0.00019987201085314155,185.12105263157895,97.82357015153853,1.0003185272216797,0.0005939610418863595,86.67894736842105,94.67413942642828,0.9996296167373657,0.0005999535787850618,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.001974617
120,110-1135,0.9983829259872437,0.0013913072180002928,7.2477555477235e-06,0.000490096106659621,312.72175732217573,216.46923754763057,0.9990957379341125,0.0013170423917472363,239.2887029288703,174.91433158584007,0.997795045375824,0.0013055795570835471,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.011085099
121,110-1142,1.001624345779419,0.0007771209347993135,7.288077540579252e-06,0.00015516098937951028,150.3639240506329,100.1794762229219,1.0020281076431274,0.0007476769969798625,132.02848101265823,91.4625561979151,1.0011849403381348,0.0007436814485117793,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.00197249
122,110-1149,0.9994710087776184,0.000709200045093894,-5.395413609221578e-06,0.00019748143677134067,72.98872180451127,56.401156356585915,1.0000091791152954,0.000632057839538902,74.92105263157895,106.39416465246265,0.9991320967674255,0.0007020626217126846,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.002698199
123,110-1158,0.9974095225334167,0.00037331844214349985,-3.4677198073040927e-06,0.00018434663070365787,129.7201646090535,62.43651225671329,0.9979133605957031,0.0004108375869691372,130.96707818930042,134.5036135283047,0.9970224499702454,0.00039267761167138815,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.001985911
124,110-1161,0.9989937543869019,0.0009445848409086466,4.8033357415988576e-06,0.0004676046664826572,94.48627450980392,89.54666451537912,0.9999237060546875,0.0008268571691587567,155.64313725490197,95.28693768851998,0.9974621534347534,0.0006193374283611774,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.00344461
125,110-1173,1.0000005960464478,0.0006857734988443553,-5.398563189373817e-06,0.0004520354268606752,161.57746478873239,91.79728854164507,1.0016462802886963,0.0006754716741852462,46.190140845070424,79.82204792368958,0.9996934533119202,0.0005168552161194384,1.0000271797180176,0.003324216930195689,137.57885944371466,222.7686834074238,2.814852361642584,3.3954862884636423,0.003986827
